datasetTitle,source
"036_T2_Total, Principal, 4 to 6 Months",1
"037.Loans (PSDCG, ST) US$",1
"037_T1_Gross External Debt, Loans (LT, Banks)",1
"037_T2_Total, Interest, 4 to 6 Months",1
"038.Insurance, pensions, and standardized guarantee schemes (PSDCG, ST) US$",1
"038_T1_Gross External Debt, Currency.and.deposits (LT, Banks)",1
"038_T2_Public Sector External Debt, 7 to 9 Months 4/",1
"039.Other accounts payable (PSDCG, ST) US$",1
"039_T1_Gross External Debt, Other.debt.liabilities (LT, Banks)",1
"039_T2_Public Sector, Principal, 7 to 9 Months",1
04.Number of Survivors,1
"040.Long-term, by original maturity (PSDCG, LT) US$",1
"040_T1_Gross External Debt, Other.Sectors (Oth. Sectors, Table 1)",1
"040_T2_Public Sector, Interest, 7 to 9 Months",1
"041.With payment due in one year or less (PSDCG, LT, <1yr) US$",1
"041_T1_Gross External Debt, Short-term (ST, Oth. Sectors)",1
"041_T2_Publicly-Guarranteed Private Sector External Debt, 7 to 9 Months 5/",1
"042.Currency and deposits (PSDCG, LT, <1yr) US$",1
"042_T1_Gross External Debt, Money.market.instruments (ST, Oth. Sectors)",1
"042_T2_Publicly-Guarranteed Private Sector, Principal, 7 to 9 Months",1
"043.Debt securities (PSDCG, LT, <1yr) US$",1
"043_T1_Gross External Debt, Loans (ST, Oth. Sectors)",1
"043_T2_Publicly-Guarranteed Private Sector, Interest, 7 to 9 Months",1
"044.Loans (PSDCG, LT, <1yr) US$",1
"044_T1_Gross External Debt, Currency.and.deposits (ST, Oth. Sectors)",1
"044_T2_Total Debt Service, 7 to 9 Months",1
"045.Insurance, pensions, and standardized guarantee schemes (PSDCG, LT, <1yr) US$",1
"045_T1_Gross External Debt, Trade.credits (ST, Oth. Sectors)",1
"045_T2_Total, Principal, 7 to 9 Months",1
"046.Other accounts payable (PSDCG, LT, <1yr) US$",1
"046_T1_Gross External Debt, Other.debt.liabilities (ST, Oth. Sectors)",1
"046_T2_Total, Interest, 7 to 9 Months",1
"047.With payment due in more than one year (PSDCG, LT, >1yr) US$",1
"047_T1_Gross External Debt, Other.debt.liabilities:Arears (ST, Oth. Sectors)",1
"047_T2_Public Sector External Debt, 10 to 12 Months 4/",1
"048.Special Drawing Rights (SDRs) (PSDCG, LT, >1yr) US$",1
"048_T1_Gross External Debt, Other.debt.liabilities: Other (ST, Oth. Sectors)",1
"048_T2_Public Sector, Principal, 10 to 12 Months",1
"049.Currency and deposits (PSDCG, LT, >1yr) US$",1
"049_T1_Gross External Debt, Long-term (LT, Oth. Sectors)",1
"049_T2_Public Sector, Interest, 10 to 12 Months",1
05.Number of Incumbents,1
"050.Debt securities (PSDCG, LT, >1yr) US$",1
"050_T1_Gross External Debt, Bonds.and.notes (LT, Oth. Sectors)",1
"050_T2_Publicly-Guarranteed Private Sector External Debt, 10 to 12 Months 5/",1
"051.Loans (PSDCG, LT, >1yr) US$",1
"051_T1_Gross External Debt, Loans (LT, Oth. Sectors)",1
"051_T2_Publicly-Guarranteed Private Sector, Principal, 10 to 12 Months",1
"052.Insurance, pensions, and standardized guarantee schemes (PSDCG, LT, >1yr) US$",1
"052_T1_Gross External Debt, Currency.and.deposits (LT, Oth. Sectors)",1
"052_T2_Publicly-Guarranteed Private Sector, Interest, 10 to 12 Months",1
"053.Other accounts payable (PSDCG, LT, >1yr) US$",1
"053_T1_Gross External Debt, Trade.credits (LT, Oth. Sectors)",1
"053_T2_Total Debt Service, 10 to 12 Months",1
054.Special Drawing Rights (SDRs) (PSDCG) US$,1
"054_T1_Gross External Debt, Other.debt.liabilities (LT, Oth. Sectors)",1
"054_T2_Total, Principal, 10 to 12 Months",1
055.Currency and deposits (PSDCG) US$,1
"055_T1_Gross External Debt, (Dir. Inv. Intercomp. Lending)",1
"055_T2_Total, Interest, 10 to 12 Months",1
056.Debt securities (PSDCG) US$,1
"056_T1_Gross External Debt, Liabilities.to.affiliated.enterp. (Dir. Inv. Intercomp. Lending)",1
"056_T2_Public Sector External Debt, 13 to 18 Months 4/",1
057.Loans (PSDCG) US$,1
"057_T1_Gross External Debt, Liabilities.to.affiliated.enterp. (Dir. Inv. Intercomp. Lending), Arrears",1
"057_T2_Public Sector, Principal, 13 to 18 Months",1
"058.Insurance, pensions, and standardized guarantee schemes (PSDCG) US$",1
"058_T1_Gross External Debt, Liabilities.to.affiliated.enterp. (Dir. Inv. Intercomp. Lending), Other",1
"058_T2_Public Sector, Interest, 13 to 18 Months",1
059.Other accounts payable (PSDCG) US$,1
"059_T1_Gross External Debt, Liabilities.to.direct.investors (Dir. Inv. Intercomp. Lending),",1
"059_T2_Publicly-Guarranteed Private Sector External Debt, 13 to 18 Months 5/",1
06.Export Value per Exporter: Mean,1
"060.Central Govt. Public Sector Debt, Domestic creditors US$",1
"060_T1_Gross External Debt, Liabilities.to.direct.investors (Dir. Inv. Intercomp. Lending), Arrears",1
"060_T2_Publicly-Guarranteed Private Sector, Principal, 13 to 18 Months",1
"061.Central Govt. Public Sector Debt, External creditors US$",1
"061_T1_Gross External Debt, Liabilities.to.direct.investors (Dir. Inv. Intercomp. Lending), Other",1
"061_T2_Publicly-Guarranteed Private Sector, Interest, 13 to 18 Months",1
"062.Central Govt. Public Sector Debt, Domestic currency US$",1
"062_T2_Total Debt Service, 13 to 18 Months",1
"063.Central Govt. Public Sector Debt, Foreign currency US$",1
"063_T2_Gross External Debt, Foreign.Currency.Debt",1
"063_T2_Total, Principal, 13 to 18 Months",1
064.Central Govt. Public Sector Debt Securities at market value US$,1
"064_T2_Gross External Debt, Foreign.Currency.Debt (ST)",1
"064_T2_Total, Interest, 13 to 18 Months",1
065.Gross Budgetary Central Government Debt (PSDCGGB) US$,1
"065_T2_Gross External Debt, Foreign.Currency.Debt (LT)",1
"065_T2_Public Sector External Debt, 19 to 24 Months 4/",1
"066.Short-term by original maturity (PSDCGGB, ST) US$",1
"066_T2_Gross External Debt, Domestic.Currency.Debt",1
"066_T2_Public Sector, Principal, 19 to 24 Months",1
"067.Currency and deposits (PSDCGGB, ST) US$",1
"067_T2_Gross External Debt, Domestic.Currency.Debt (ST)",1
"067_T2_Public Sector, Interest, 19 to 24 Months",1
"068.Debt securities (PSDCGGB, ST) US$",1
"068_T2_Gross External Debt, Domestic.Currency.Debt (LT)",1
"068_T2_Publicly-Guarranteed Private Sector External Debt, 19 to 24 Months 5/",1
"069.Loans (PSDCGGB, ST) US$",1
069_T2_Gross External Debt,1
"069_T2_Publicly-Guarranteed Private Sector, Principal, 19 to 24 Months",1
07.Export Value per Exporter: Median,1
"070.Insurance, pensions, and standardized guarantee schemes (PSDCGGB, ST) US$",1
"070_T2_Publicly-Guarranteed Private Sector, Interest, 19 to 24 Months",1
"070_T3_Debt-Service Payment Schedule, General.Government (GG) (Immediate quarter)",1
"071.Other accounts payable (PSDCGGB, ST) US$",1
"071_T2_Total Debt Service, 19 to 24 Months",1
"071_T3_Debt-Service Payment Schedule, General.Government, Principal (GG) (Immediate quarter)",1
"072.Long-term, by original maturity (PSDCGGB, LT) US$",1
"072_T2_Total, Principal, 19 to 24 Months",1
"072_T3_Debt-Service Payment Schedule, General.Government, Interest (GG) (Immediate quarter)",1
"073.With payment due in one year or less (PSDCGGB, LT, <1yr) US$",1
"073_T2_Total, Interest, 19 to 24 Months",1
"073_T3_Debt-Service Payment Schedule, Monetary.Authorities (MA) (Immediate quarter)",1
"074.Currency and deposits (PSDCGGB, LT, <1yr) US$",1
"074_T2_Public Sector External Debt, 3rd yr 4/",1
"074_T3_Debt-Service Payment Schedule, Monetary.Authorities, Principal (MA) (Immediate quarter)",1
"075.Debt securities (PSDCGGB, LT, <1yr) US$",1
"075_T2_Public Sector, Principal, 3rd yr",1
"075_T3_Debt-Service Payment Schedule, Monetary.Authorities, Interest (MA) (Immediate quarter)",1
"076.Loans (PSDCGGB, LT, <1yr) US$",1
"076_T2_Public Sector, Interest, 3rd yr",1
"076_T3_Debt-Service Payment Schedule, Banks (Banks) (Immediate quarter)",1
"077.Insurance, pensions, and standardized guarantee schemes (PSDCGGB, LT, <1yr) US$",1
"077_T2_Publicly-Guarranteed Private Sector External Debt,  3rd yr 5/",1
"077_T3_Debt-Service Payment Schedule, Banks, Principal (Banks) (Immediate quarter)",1
"078.Other accounts payable (PSDCGGB, LT, <1yr) US$",1
"078_T2_Publicly-Guarranteed Private Sector,  Principal, 3rd yr",1
"078_T3_Debt-Service Payment Schedule, Banks, Interest (Banks) (Immediate quarter)",1
"079.With payment due in more than one year (PSDCGGB, LT, >1yr) US$",1
"079_T2_Publicly-Guarranteed Private Sector, Interest, 3rd yr",1
"079_T3_Debt-Service Payment Schedule, Other.Sectors (Banks) (Immediate quarter)",1
08.Export Value per Exporter: StDev,1
"080.Special Drawing Rights (SDRs) (PSDCGGB, LT, >1yr) US$",1
"080_T2_Total Debt Service, 3rd yr",1
"080_T3_Debt-Service Payment Schedule, Other.Sectors, Principal (Banks) (Immediate quarter)",1
"081.Currency and deposits (PSDCGGB, LT, >1yr) US$",1
"081_T2_Total, Principal, 3rd yr",1
"081_T3_Debt-Service Payment Schedule, Other.Sectors, Interest (Banks) (Immediate quarter)",1
"082.Debt securities (PSDCGGB, LT, >1yr) US$",1
"082_T2_Total, Interest, 3rd yr",1
"082_T3_Debt-Service Payment Schedule, Dir. Inv. Intercomp. Lending (Oth. Sectors) (Immediate quarter)",1
"083.Loans (PSDCGGB, LT, >1yr) US$",1
"083_T2_Public Sector External Debt, 4th yr 4/",1
"083_T3_Debt-Service Payment Schedule, Dir. Inv. Intercomp. Lending, Principal (Oth. Sectors) (Immediate quarter)",1
"084.Insurance, pensions, and standardized guarantee schemes (PSDCGGB, LT, >1yr) US$",1
"084_T2_Public Sector, Principal, 4th yr",1
"084_T3_Debt-Service Payment Schedule, Dir. Inv. Intercomp. Lending, Interest (Oth. Sectors) (Immediate quarter)",1
"085.Other accounts payable (PSDCGGB, LT, >1yr) US$",1
"085_T2_Public Sector, Interest, 4th yr",1
086.Special Drawing Rights (SDRs) (PSDCGGB) US$,1
"086_T2_Publicly-Guarranteed Private Sector External Debt, 4th yr 5/",1
087.Currency and deposits (PSDCGGB) US$,1
"087_T2_Publicly-Guarranteed Private Sector, Principal, 4th yr",1
088.Debt securities (PSDCGGB) US$,1
"088_T2_Publicly-Guarranteed Private Sector, Interest, 4th yr",1
"088_T3_Debt-Service Payment Schedule, General.Government (GG) (0-3 months)",1
089.Loans (PSDCGGB) US$,1
"089_T2_Total Debt Service, 4th yr",1
"089_T3_Debt-Service Payment Schedule, General.Government, Principal (GG) (0-3 months)",1
09.Export Value per Exporter: First Quartile,1
"090.Insurance, pensions, and standardized guarantee schemes (PSDCGGB) US$",1
"090_T2_Total, Principal, 4th yr",1
"090_T3_Debt-Service Payment Schedule, General.Government, Interest (GG) (0-3 months)",1
091.Other accounts payable (PSDCGGB) US$,1
"091_T2_Total, Interest, 4th yr",1
"091_T3_Debt-Service Payment Schedule, Monetary.Authorities (MA) (0-3 months)",1
"092.Gross Budg. Central Govt. Public Sector Debt, Domestic creditors US$",1
"092_T2_Public Sector External Debt, 5th yr 4/",1
"092_T3_Debt-Service Payment Schedule, Monetary.Authorities, Principal (MA) (0-3 months)",1
"093.Gross Budg. Central Govt. Public Sector Debt, External creditors US$",1
"093_T2_Public Sector, Principal, 5th yr",1
"093_T3_Debt-Service Payment Schedule, Monetary.Authorities, Interest (MA) (0-3 months)",1
"094.Gross Budg. Central Govt. Public Sector Debt, Domestic currency US$",1
"094_T2_Public Sector, Interest, 5th yr",1
"094_T3_Debt-Service Payment Schedule, Banks (Banks) (0-3 months)",1
"095.Gross Budg. Central Govt. Public Sector Debt, Foreign currency US$",1
"095_T2_Publicly-Guarranteed Private Sector External Debt, 5th yr 5/",1
"095_T3_Debt-Service Payment Schedule, Banks, Principal (Banks) (0-3 months)",1
096.Gross Budg. Central Govt. Public Sector Debt Securities at market value US$,1
"096_T2_Publicly-Guarranteed Private Sector, Principal, 5th yr",1
"096_T3_Debt-Service Payment Schedule, Banks, Interest (Banks) (0-3 months)",1
097.Gross Nonfinancial Public Corporations Debt (PSDNFPC) US$,1
"097_T2_Publicly-Guarranteed Private Sector, Interest, 5th yr",1
"097_T3_Debt-Service Payment Schedule, Other.Sectors (Banks) (0-3 months)",1
"098.Short-term by original maturity (PSDNFPC, ST) US$",1
"098_T2_Total Debt Service, 5th yr",1
"098_T3_Debt-Service Payment Schedule, Other.Sectors, Principal (Banks) (0-3 months)",1
"099.Currency and deposits (PSDNFPC, ST) US$",1
"099_T2_Total, Principal, 5th yr",1
"099_T3_Debt-Service Payment Schedule, Other.Sectors, Interest (Banks) (0-3 months)",1
"1-2 deposits into account in a typical month (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, female (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, income quintiles I (lowest) and II (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, income quintiles III, IV, and V (highest) (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, male (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, older adults (% with an account, age 25+)",1
"1-2 deposits into account in a typical month, primary education or less (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, rural (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, secondary education or more (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, urban (% with an account, age 15+)",1
"1-2 deposits into account in a typical month, young adults (% with an account, age 15-24)",1
"1-2 withdrawals from account in a typical month (% with an account, age 15+)",1
"1-2 withdrawals from account in a typical month, female (% with an account, age 15+)",1
